imdbId,title
27948,Mary of Scotland
26942,Roberta
41594,Little Women
28333,Swing Time
22286,"Public Enemy, The"
26714,"Midsummer Night's Dream, A"
39566,Life with Father
37120,National Velvet
70239,Jesus Christ Superstar
31210,Dark Victory
55798,Birdman of Alcatraz
68182,"Aguirre: The Wrath of God (Aguirre, der Zorn Gottes)"
38348,Beauty and the Beast (La belle et la bÃªte)
4972,"Birth of a Nation, The"
107358,"Blue Kite, The (Lan feng zheng)"
59229,Juliet of the Spirits (Giulietta degli spiriti)
54632,Last Year at Marienbad (L'AnnÃ©e derniÃ¨re Ã  Marienbad)
67372,"Macbeth (a.k.a. Tragedy of Macbeth, The)"
40724,Red River
72417,"Woman Under the Influence, A"
31971,Stagecoach
58586,"Shot in the Dark, A"
15163,"Navigator, The"
49096,"Court Jester, The"
62765,Bullitt
11841,Way Down East
30287,Jezebel
31455,"Hunchback of Notre Dame, The"
24034,42nd Street
24166,I'm No Angel
56575,That Touch of Mink
90110,Sweet Dreams
69097,"Play It Again, Sam"
58571,Send Me No Flowers
30637,Pygmalion
87892,"Passage to India, A"
53146,Black Orpheus (Orfeu Negro)
71129,Amarcord
299977,Hero (Ying xiong)
23027,Horse Feathers
26071,Anna Karenina
71524,"Front Page, The"
238627,Attraction
76327,Looking for Mr. Goodbar
307385,Rivers and Tides
240149,"Girl From Paris, A (hirondelle a fait le printemps, Une)"
42949,Seven Days to Noon
87544,NausicaÃ¤ of the Valley of the Wind (Kaze no tani no Naushika)
104027,CrissCross
101745,Doc Hollywood
92925,Dragnet
100087,Madhouse
78723,1941
193854,"Shot at Glory, A"
74972,Black and White in Color (Noirs et blancs en couleur)
77578,Foul Play
108656,Crime Story (Zhong an zu)
114086,Beyond the Clouds (Al di lÃ  delle nuvole)
140384,Blind Beast (MÃ´juu)
66319,Ryan's Daughter
61328,Accident
101529,Cabeza de Vaca
59043,"Collector, The"
73582,Deep Red (Profondo rosso)
46911,Diabolique (Les diaboliques)
107387,Leprechaun
93207,Wings of Honneamise (Ãritsu uchÃ»gun Oneamisu no tsubasa)
99316,Crazy People
326820,DarkWolf
41090,Adam's Rib
60908,King of Hearts
102511,Naked Lunch
214730,Grass
156096,Spring Forward
74749,"Killing of a Chinese Bookie, The"
102818,Run
28358,Things to Come
98153,Queen of Hearts
59084,Darling
53320,"Summer Place, A"
26778,"Night at the Opera, A"
85935,Metalstorm: The Destruction of Jared-Syn
87280,"Element of Crime, The (Forbrydelsens Element)"
54389,Shoot the Piano Player (Tirez sur le pianiste)
62695,Stolen Kisses (Baisers volÃ©s)
318374,"Cooler, The"
315850,"Bonaerense, El"
298845,In America
354696,"Legend of Leigh Bowery, The"
342804,My Flesh and Blood
322589,Honey
325710,"Last Samurai, The"
329094,Forget Baghdad: Jews and Arabs - The Iraqi Connection
348862,Prisoner of Paradise
343172,What Alice Found
319061,Big Fish
337592,Love Don't Cost a Thing
337741,Something's Gotta Give
338466,Stuck on You
335119,Girl with a Pearl Earring
340376,"Statement, The"
167260,"Lord of the Rings: The Return of the King, The"
304415,Mona Lisa Smile
337909,Calendar Girls
317910,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The"
317640,"Hebrew Hammer, The"
315983,House of Sand and Fog
304857,Two Men Went to War
340855,Monster
349205,Cheaper by the Dozen
159365,Cold Mountain
338337,Paycheck
316396,Peter Pan
335013,"Company, The"
318850,"Young Black Stallion, The"
304229,Japanese Story
287963,Secret Things (Choses secrÃ¨tes)
360139,Chasing Liberty
332712,My Baby's Daddy
364930,Aileen: Life and Death of a Serial Killer
346094,Distant (Uzak)
343135,Along Came Polly
350194,Teacher's Pet
329691,Torque
371280,Crimson Gold (Talaye sorgh)
368913,Osama
71577,"Great Gatsby, The"
104181,Wuthering Heights
53133,Odds Against Tomorrow
59712,Ship of Fools
60636,Lord Love a Duck
66449,There's a Girl in My Soup
61089,This Property is Condemned
93828,Real Men
101625,Once Upon a Crime...
92646,Beyond Therapy
94819,Buster
109376,"Car 54, Where Are You?"
65911,Jane Eyre
103827,Blame It on the Bellboy
107750,Only the Strong
98987,"Adventures of Ford Fairlane, The"
51429,Bonjour tristesse
43503,"Enforcer, The"
42727,"Men, The"
73796,Ransom (a.k.a. The Terrorists)
93737,"Pick-up Artist, The"
323633,Melvin Goes to Dinner
47956,"Court-Martial of Billy Mitchell, The"
310924,Crime Spree
222812,Beyond Re-Animator
162958,Final Cut
61758,Hells Angels on Wheels
73906,"Wind and the Lion, The"
50706,Mon Oncle (My Uncle)
54469,Where the Boys Are
33553,Dr. Jekyll and Mr. Hyde
46487,"M. Hulotâs Holiday (Mr. Hulot's Holiday) (Vacances de Monsieur Hulot, Les)"
38762,My Darling Clementine
43915,People Will Talk
41498,I Was a Male War Bride
61581,Divorce American Style
50599,Kiss Them for Me
37382,To Have and Have Not
33717,High Sierra
39302,Dark Passage
36244,"Ox-Bow Incident, The"
33149,They Drive by Night
87718,Micki + Maude
22268,Platinum Blonde
28346,Reefer Madness (a.k.a. Tell Your Children)
42369,D.O.A.
40185,"Boy with Green Hair, The"
76578,Pumping Iron
292610,No Good Deed (a.k.a. The House on Turk Street)
61122,"Trouble with Angels, The"
104009,Cool World
107594,Money for Nothing
60980,"Silencers, The"
63800,"Where Angels Go, Trouble Follows"
84058,Heat and Dust
91513,My Letter to George (Mesmerized)
47528,"Strada, La"
296042,Ichi the Killer (Koroshiya 1)
72730,"Boy and His Dog, A"
74777,"Last Tycoon, The"
52080,Ashes and Diamonds (PopiÃ³l i diament)
64639,Marooned
89420,King David
50585,Kanal
97028,Cat Chaser
6864,Intolerance: Love's Struggle Throughout the Ages
54673,"Beast of Yucca Flats, The"
54393,Tormented
49922,"Violent Years, The"
62803,Chitty Chitty Bang Bang
290879,"Suriyothai (a.k.a. Legend of Suriyothai, The)"
67589,Plaza Suite
66193,"Out of Towners, The"
105810,Where the Day Takes You
56580,"Three Stooges in Orbit, The"
18033,It
289879,The Butterfly Effect
335559,Win a Date with Tad Hamilton!
379557,Touching the Void
315824,"Big Bounce, The"
314498,"Perfect Score, The"
365957,You Got Served
345551,Latter Days
337579,Barbershop 2: Back in Business
337917,Catch That Kid
349825,Miracle
234940,An Amazing Couple
309987,"Dreamers, The"
307109,"Lost Skeleton of Cadavra, The"
108560,Who's the Man?
100065,Love at Large
101998,Hangin' with the Homeboys
111218,Sleep with Me
91310,Just Between Friends
69332,Super Fly (Superfly)
76543,"Piece of the Action, A"
73282,Let's Do It Again
72351,Uptown Saturday Night
129136,Hell's Kitchen
106185,"Innocent, The"
166158,Daddy and Them
73901,"Wilby Conspiracy, The"
68284,Blacula
70656,"Scream, Blacula, Scream!"
245943,"Hip Hop Witch, Da"
88213,Swing Shift
105636,Trespass
328538,Thirteen
105411,Simple Men
75161,"Sailor Who Fell from Grace with the Sea, The"
13140,Foolish Wives
70694,"Silent Night, Bloody Night"
39825,"Sin of Harold Diddlebock, The"
110867,Pontiac Moon
86955,Best Defense
343660,50 First Dates
361925,Welcome to Mooseport
233230,After the Life
293146,Face
323872,Kitchen Stories (Salmer fra kjÃ¸kkenet)
304391,"Code, The (Mentale, La)"
329388,Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran)
67927,Vanishing Point
42619,Diary of a Country Priest (Journal d'un curÃ© de campagne)
15400,"Thief of Bagdad, The"
52738,"Diary of Anne Frank, The"
74121,Allegro non troppo
90738,Black Widow
221344,"Herod's Law (Ley de Herodes, La)"
89153,Flesh & Blood
89421,King Solomon's Mines
16654,"Black Pirate, The"
91828,Raw Deal
31385,"Goodbye, Mr. Chips"
60420,"Follow Me, Boys!"
99575,Fire Birds
301777,Robot Stories
312329,Against the Ropes
361467,Confessions of a Teenage Drama Queen
356150,EuroTrip
335345,"Passion of the Christ, The"
331953,Club Dread
338096,Dirty Dancing: Havana Nights
315297,Twisted
349079,Alila
301357,"Good bye, Lenin!"
317648,Hidalgo
335438,Starsky & Hutch
258816,"Reckoning, The"
60827,Persona
64793,"Passion of Anna, The (Passion, En)"
56671,Walk on the Wild Side
41967,Tokyo Joe
76686,"Serpent's Egg, The (Schlangenei, Das)"
50397,Fire Down Below
35753,"Corbeau, Le (Raven, The)"
74554,"Front, The"
46187,Pickup on South Street
64118,"Damned, The (La Caduta degli dei)"
270197,American Gun
49674,Richard III
82964,Quartet
89393,Just One of the Guys
60232,The Chase
95454,"Kiss, The"
210389,Wisconsin Death Trip
56704,"Wrong Arm of the Law, The"
358349,Agent Cody Banks 2: Destination London
265208,"Girl Next Door, The"
363988,Secret Window
360009,Spartan
317842,Broken Wings (Knafayim Shvurot)
371683,Games People Play: New York
303348,How to Draw a Bunny
329767,Wilbur Wants to Kill Himself
109447,Clifford
107473,Mad Dog and Glory
118172,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows)
82810,Night Crossing
50839,Peyton Place
318049,Searching for Debra Winger
94288,Walk Like a Man
363547,Dawn of the Dead
338013,Eternal Sunshine of the Spotless Mind
364045,Taking Lives
355683,"Child I Never Was, The (Leben lang kurze Hosen Tragen, Ein)"
332658,Intermission
351461,Noi the Albino (NÃ³i albinÃ³i)
300051,Jersey Girl
335245,"Ladykillers, The"
354766,Never Die Alone
331632,Scooby-Doo 2: Monsters Unleashed
305583,"Foreign Affair, A (2 Brothers & a Bride)"
276919,Dogville
277941,Ned Kelly
167190,Hellboy
299172,Home on the Range
337697,"Prince & Me, The"
351977,Walking Tall
301976,"United States of Leland, The"
359517,Johnson Family Vacation
318974,"Alamo, The"
327679,Ella Enchanted
327247,"Whole Ten Yards, The"
326977,I'm Not Scared (Io non ho paura)
323939,Shade
336264,Since Otar Left (Depuis qu'Otar est parti...)
315110,Twentynine Palms
49833,"Ten Commandments, The"
77402,Dawn of the Dead
69824,"Brother Sun, Sister Moon (Fratello sole, sorella luna)"
60782,One Million Years B.C.
307351,Prey for Rock & Roll
74923,"Mother, Jugs & Speed"
62708,Bandolero!
90036,"Slugger's Wife, The"
59797,Those Magnificent Men in Their Flying Machines
42327,Cheaper by the Dozen
70644,Scenes From a Marriage (Scener ur ett Ã¤ktenskap)
58930,"Baby, the Rain Must Fall"
44410,Belles on Their Toes
66130,Ned Kelly
96921,Beyond the Stars
104783,Mac
74540,"Food of the Gods, The"
97371,Food of the Gods II
92569,Anna
45094,Road to Bali
31322,"Flying Deuces, The"
41098,Africa Screams
44762,Jack and the Beanstalk
82516,High Risk
86058,"Osterman Weekend, The"
93582,Munchies
77304,"Cat and the Canary, The"
342508,Hangman's Curse
79219,Going in Style
76301,"Late Show, The"
73766,"Sunshine Boys, The"
104550,Jersey Girl
259182,"American Nightmare, The"
88680,After Hours
58725,Viva Las Vegas
70061,"Love and Anarchy (Film d'amore e d'anarchia, ovvero 'stamattina alle 10 in via dei Fiori nella nota casa di tolleranza...')"
179218,Hitman Hart: Wrestling with Shadows
345074,Connie and Carla
378194,Kill Bill: Vol. 2
330793,"Punisher, The"
380615,Paper Clips
358590,"Thousand Clouds of Peace, A (Mil nubes de paz cercan el cielo, amor, jamÃ¡s acabarÃ¡s de ser amor)"
289635,Young Adam
308488,This So-Called Disaster
337563,13 Going on 30
328107,Man on Fire
398872,Clifford's Really Big Movie
333847,MC5*: A True Testimonial
326856,Envy
335121,Godsend
323033,Laws of Attraction
377092,Mean Girls
277895,Mickey
363282,New York Minute
338526,Van Helsing
339419,"Mudge Boy, The"
296915,Valentin (ValentÃ­n)
349169,Breakin' All the Rules
332452,Troy
293007,Carandiru
379217,Coffee and Cigarettes
329111,"Strayed (Ã©garÃ©s, Les)"
109529,Dance Me Outside
65488,"Boys in the Band, The"
330802,Raid
160184,Eye See You (D-Tox)
94089,Swimming to Cambodia
36515,Watch on the Rhine
86510,Under Fire
89092,Enemy Mine
70034,Enter the Dragon
114651,Foreign Land (Terra Estrangeira)
65780,Gimme Shelter
53134,Good Morning (OhayÃ´)
118845,Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit)
99762,Henry & June
99121,Berkeley in the '60s
100557,"Nasty Girl, The (schreckliche MÃ¤dchen, Das)"
85370,At First Sight (Entre Nous) (Coup de foudre)
60736,"Naked Prey, The"
77914,Martin
51077,"Three Faces of Eve, The"
185906,Band of Brothers
108906,"Kingdom, The (Riget)"
188055,Mercy
99409,Desperate Hours
140447,"Passion of Ayn Rand, The"
51561,Du cÃ´tÃ© de la cÃ´te
214388,100 Girls
58083,Fail-Safe
98061,Paperhouse
118996,Dobermann
251052,"Discovery of Heaven, The"
58279,Kwaidan (Kaidan)
45609,Cat-Women of the Moon (a.k.a. Rocket to the Moon)
88650,28 Up
282410,Chance
253016,Love Life
62512,You Only Live Twice
86034,Octopussy
45564,"Blue Gardenia, The"
243664,Wit
86006,Never Say Never Again
113725,Maborosi (Maboroshi no hikari)
73822,"Magic Flute, The (TrollflÃ¶jten)"
31647,Midnight
32943,Pride and Prejudice
49474,"Man in the Gray Flannel Suit, The"
41386,"Fountainhead, The"
36230,Old Acquaintance
34890,In This Our Life
35567,Woman of the Year
48673,Summertime
76734,Soldier of Orange (a.k.a. Survival Run) (Soldaat van Oranje)
62229,"SamouraÃ¯, Le (Godson, The)"
103251,White Palace
48445,Oklahoma!
89015,Desert Hearts
86984,Body Double
73636,Rooster Cogburn
103939,Chaplin
56241,"Miracle Worker, The"
102467,Monster in a Box
211718,Vengo
166707,"Midnight (Primeiro Dia, O)"
180303,If You Only Knew
105327,School Ties
138467,Girl
103016,Switch
119434,Just Write
105217,Raising Cain
116650,Irma Vep
33436,Buck Privates
160574,Nice Guys Sleep Alone
166169,Divorce Iranian Style
99857,Iron & Silk
259153,Rose Red
105017,Noises Off...
144688,Wildflowers
120711,Babylon 5: In the Beginning
63285,"Witchfinder General (Conquerer Worm, The)"
275773,Versus
112130,Pride and Prejudice
36696,"Canterville Ghost, The"
50861,"Prince and the Showgirl, The"
78966,"China Syndrome, The"
126627,Who the Hell Is Juliette? (Â¿QuiÃ©n diablos es Juliette?)
46268,"Wages of Fear, The (Salaire de la peur, Le)"
100050,Look Who's Talking Too
37536,"Bells of St. Mary's, The"
76941,You Light Up My Life
90927,"Delta Force, The"
45012,Pat and Mike
20640,Animal Crackers
102011,"He Said, She Said"
61391,Bedazzled
34587,Cat People
61439,Camelot
87635,"Lonely Guy, The"
56943,"Comedy of Terrors, The"
73012,"Four Musketeers, The"
79227,Good Guys Wear Black
94033,Steel Dawn
110725,On Deadly Ground
169639,Boy Meets Girl
87951,Protocol
38854,"Postman Always Rings Twice, The"
107529,Matinee
155713,That's The Way I Like It (a.k.a. Forever Fever)
164221,Virtual Sexuality
94713,Baxter
89114,Explorers
107617,"Scent of Green Papaya, The (MÃ¹i du du xhan - L'odeur de la papaye verte)"
59592,Pierrot le fou
62480,Weekend (a.k.a. Le Week-end) (Week End)
112654,"Hundred and One Nights, A (Cent et une nuits de Simon CinÃ©ma, Les)"
33105,Strange Cargo
177215,Seven Girlfriends
207805,Tuesdays with Morrie
108630,Temptation of a Monk (You Seng)
29850,Alexander Nevsky (Aleksandr Nevskiy)
57197,Jason and the Argonauts
119828,Same Old Song (On connaÃ®t la chanson)
86022,Nostalghia
58458,"Soft Skin, The (La peau douce)"
80297,"Tinker, Tailor, Soldier, Spy"
120522,Winter Sleepers (WinterschlÃ¤fer)
79082,"Driller Killer, The"
100347,Perfectly Normal
50613,Throne of Blood (Kumonosu jÃ´)
346336,"Best of Youth, The (La meglio gioventÃ¹)"
104377,Guncrazy
284880,Legend of the Village Warriors (Bangrajan)
100813,Treasure Island
57831,Zorba the Greek (Alexis Zorbas)
39066,Undercurrent
288439,"Bang, Bang, You're Dead"
64708,My Side of the Mountain
223384,"Thin Blue Lie, The"
258967,"Unsaid, The"
96321,Twister
108171,Sniper
166287,Don't Tell Anyone (No se lo digas a nadie)
107009,Ghost in the Machine (a.k.a. Deadly Terror)
259072,"Time for Drunken Horses, A (Zamani barayÃ© masti asbha)"
187859,Genghis Blues
48729,To Hell and Back
328802,"11'09\\""01 - September 11 ("
80461,"Bon Voyage, Charlie Brown (and Don't Come Back!)"
99850,Internal Affairs
71970,"Parallax View, The"
80120,"Warriors, The"
64645,Mayerling
162625,Ambush (RukajÃ¤rven tie)
146455,Babylon 5: A Call to Arms
146247,Babylon 5: The River of Souls
121804,Babylon 5: Thirdspace
77532,FM
66549,Waterloo
92117,True Stories
226225,North Beach
70948,Zardoz
54279,School For Scoundrels
53976,"Virgin Spring, The (JungfrukÃ¤llan)"
53935,Ice-Cold in Alex
46085,Mogambo
206681,Demon Lover Diary
232611,Second Skin (Segunda Piel)
114846,Victory
39808,"Secret Life of Walter Mitty, The"
284978,Cypher
49652,"Rack, The"
31047,Another Thin Man
37365,"Thin Man Goes Home, The"
34172,Shadow of the Thin Man
27260,After the Thin Man
39853,Song of the Thin Man
66580,Woodstock
94596,36 fillette
71663,"Internecine Project, The"
33852,Love Crazy
31398,Gunga Din
287839,Children of Dune
142032,Dune
258760,Lammbock
106936,"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)"
114720,Tremors II: Aftershocks
259685,Tremors 3: Back to Perfection
89789,"Peanut Butter Solution, The"
24083,Hallelujah I'm a Bum
97424,Getting It Right
94048,Straight to Hell
300274,Notorious C.H.O.
295743,Friday Night (Vendredi Soir)
23694,White Zombie
60841,The Plague of the Zombies
36027,I Walked with a Zombie
102035,Highway 61
66518,"Vampire Lovers, The"
65580,Countess Dracula
68364,"Cheerleaders, The"
61791,How to Succeed in Business Without Really Trying
70518,Pat Garrett and Billy the Kid
51849,The Left Handed Gun
58700,"Last Man on Earth, The (Ultimo uomo della Terra, L')"
73756,"Street Fighter, The (Gekitotsu! Satsujin ken)"
73623,Return of the Street Fighter (Satsujin ken 2)
67140,"Duck, You Sucker (a.k.a. Fistful of Dynamite, A) (GiÃ¹ la testa)"
71249,Bring Me the Head of Alfredo Garcia
56412,Ride the High Country
65446,"Ballad of Cable Hogue, The"
68786,Junior Bonner
72913,Master of the Flying Guillotine (Du bi quan wang da po xue di zi)
65738,Frankenstein Must Be Destroyed
57128,"Haunted Palace, The"
192023,Finder's Fee
57078,"Whip and the Body, The (Frusta e il corpo, La)"
17668,Berlin: Symphony of a Great City (Berlin: Die Sinfonie der GroÃstadt)
170544,Samurai Fiction (SF: Episode One)
52847,Gidget
63808,Wild in the Streets
102116,"Indian Runner, The"
40979,Drunken Angel (Yoidore tenshi)
75936,Desperate Living
72869,"Devil's Rain, The"
68341,"Valachi Papers,The"
76637,Rolling Thunder
41699,Stray Dog (Nora inu)
51808,"Hidden Fortress, The (Kakushi-toride no san-akunin)"
57565,High and Low (Tengoku to jigoku)
87193,After the Rehearsal (Efter repetitionen)
105121,"People Under the Stairs, The"
104954,My New Gun
235327,Dark Days
38777,"Night in Casablanca, A"
86637,Zelig
74147,Face to Face (Ansikte mot ansikte)
63611,Shame (Skammen)
57611,"Silence, The (Tystnaden)"
57358,Winter Light (NattvardsgÃ¤sterna)
55499,Through a Glass Darkly (SÃ¥som i en spegel)
51365,"Magician, The (Ansiktet)"
48641,Smiles of a Summer Night (Sommarnattens leende)
46345,Summer with Monika (Sommaren med Monika)
38669,"Killers, The"
58404,"Night of the Iguana, The"
55998,Freud: The Secret Passion
62185,Reflections in a Golden Eye
88322,Under the Volcano
80140,Wise Blood
73918,"Yakuza, The"
118705,"Better Place, A"
100260,Nightbreed
75651,Beyond the Door II (Schock) (Shock) (Suspense)
71275,Rabid Dogs (Kidnapped) (Cani arrabbiati)
69048,"Baron Blood (Orrori del castello di Norimberga, Gli)"
65481,Bloody Mama
62395,"Trip, The"
209077,Ken Park
64689,Monterey Pop
75784,"Bridge Too Far, A"
338564,Infernal Affairs (Mou gaan dou)
365376,"Tale of Two Sisters, A (Janghwa, Hongryeon)"
87003,Broadway Danny Rose
91083,From Beyond
129634,"Wonderful Ice Cream Suit, The"
102800,Robot Jox
92906,Dolls
120199,Space Truckers
95756,Not of This Earth
79813,Rock 'N' Roll High School
72856,Death Race 2000
71338,Cockfighter
52655,"Bucket Of Blood, A"
56368,"Premature Burial, The"
61189,"Wild Angels, The"
38343,Bedlam
59792,Planet of the Vampires (Terrore nello spazio)
105191,Pure Country
46807,Brigadoon
51911,Marjorie Morningstar
105159,"Power of One, The"
343168,"Weather Underground, The"
199683,Kikujiro (KikujirÃ´ no natsu)
282593,I'm with Lucy
374546,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)"
64806,"Phantom Tollbooth, The"
68638,"Getaway, The"
66730,10 Rillington Place
308379,Dark Water (Honogurai mizu no soko kara)
108327,"Thing Called Love, The"
124207,"Thief, The (Vor)"
60522,How to Steal a Million
117658,"Stendhal Syndrome, The (Sindrome di Stendhal, La)"
116015,Non-Stop
13372,Manslaughter
65051,Support Your Local Sheriff!
103872,Brain Donors
105103,Passed Away
70379,Mean Streets
107247,Jack the Bear
23042,I Am a Fugitive from a Chain Gang
93137,Hamburger Hill
122143,"Last Broadcast, The"
60490,Harper
56541,Sweet Bird of Youth
285728,Dahmer
102631,Paradise
55910,Sundays and Cybele (Les dimanches de Ville d'Avray)
77360,Comes a Horseman
304126,Grill Point (Halbe Treppe)
99612,Frankenstein Unbound
192657,Shiri (Swiri)
47849,Bad Day at Black Rock
157913,"Cucaracha, La"
180748,In China They Eat Dogs (I Kina spiser de hunde)
99399,Delta Force 2 (Delta Force 2: The Colombian Connection)
90888,Crossroads
101252,29th Street
366532,"Seducing Doctor Lewis (Grande sÃ©duction, La)"
88925,City Limits
93913,Sammy and Rosie Get Laid
104697,Leaving Normal
18455,Sunrise: A Song of Two Humans
57495,Shock Corridor
280674,"First $20 Million Is Always the Hardest, The"
92593,Au revoir les enfants
181810,Sex: The Annabel Chong Story
189553,"Girl Next Door, The"
243508,Pursuit of Happiness
104346,Gladiator
328844,"Inheritance, The (Arven)"
353014,Wonderful Days (a.k.a. Sky Blue)
49363,Indestructible Man
54462,"Wasp Woman, The"
53611,Attack of the Giant Leeches
71408,Deranged
45659,The Cruel Sea
56504,Sodom and Gomorrah
221111,Dead or Alive: Hanzaisha
48308,Lola MontÃ¨s
62794,Charly
86489,Twice Upon a Time
54642,"Atlantis, the Lost Continent"
49456,Lust for Life
53779,"Dolce Vita, La"
193253,Jin Roh: The Wolf Brigade (Jin-RÃ´)
102820,Rush
26174,Captain Blood
87622,"Lift, De"
92494,*batteries not included
85478,Educating Rita
43880,On Moonlight Bay
47445,Sansho the Bailiff (SanshÃ´ dayÃ»)
54494,Zazie dans le mÃ©tro
57840,"Americanization of Emily, The"
64030,Anne of the Thousand Days
48973,Baby Doll
53619,"Avventura, L' (Adventure, The)"
65466,Beyond the Valley of the Dolls
52893,Hiroshima Mon Amour
54371,"1000 Eyes of Dr. Mabuse, The (Die 1000 Augen des Dr. Mabuse)"
46478,Ugetsu (Ugetsu monogatari)
101373,At Play in the Fields of the Lord
44487,"Golden Coach, The (Le carrosse d'or)"
60481,"War Is Over, The (Guerre est finie, La)"
24368,Mystery of the Wax Museum
69947,"Day of the Jackal, The"
38873,"Razor's Edge, The"
28478,"Walking Dead, The"
111666,War of the Buttons
69050,"Other, The"
188404,"Dexter the Dragon & Bumble the Bear (a.k.a. Dragon That Wasn't (Or Was He?), The) (Als je begrijpt wat ik bedoel)"
100258,Night of the Living Dead
31252,Drums Along the Mohawk
22111,"Maltese Falcon, The (a.k.a. Dangerous Female)"
32617,I Love You Again
14429,Safety Last!
49949,While the City Sleeps
37449,"Way Ahead, The (a.k.a. The Immortal Battalion)"
67350,Little Murders
55601,Viridiana
108366,Totally F***ed Up
119630,Masterminds
61209,You're a Big Boy Now
79833,Lupin III: The Castle Of Cagliostro (Rupan sansei: Kariosutoro no shiro)
106307,Arizona Dream
295362,Chaos (Kaosu)
24481,Queen Christina
41163,Battleground
212879,Citizen Toxie: The Toxic Avenger IV
77696,Hooper
122082,"Crazy Stranger, The (Gadjo Dilo)"
75612,3 Women (Three Women)
27700,"Green Pastures, The"
41944,Take Me Out to the Ball Game
73076,Grey Gardens
68615,Frogs
87957,Purple Rain
63218,Signs of Life (Lebenszeichen)
107843,Point of No Return
100604,Short Time
100112,"Hairdresser's Husband, The (Le mari de la coiffeuse)"
65593,Cromwell
104545,"Tale of Ham and Passion, A (JamÃ³n, JamÃ³n)"
17765,College
73396,Mitchell
61075,Agatha Christie's 'Ten Little Indians' (Ten Little Indians) (And Then There Were None)
43614,"Idiot, The (Hakuchi)"
105706,Used People
49815,"Swan, The"
23238,"Most Dangerous Game, The"
21890,"Front Page, The"
330229,Dolls
43041,Three Came Home
54152,Our Man in Havana
33874,"Man Who Came to Dinner, The"
67805,Sunday Bloody Sunday
68421,"Cowboys, The"
29192,Make Way for Tomorrow
35019,"Major and the Minor, The"
46816,"Caine Mutiny, The"
39192,Black Narcissus
55884,Damn the Defiant! (H.M.S. Defiant)
79116,Escape from Alcatraz
40662,Oliver Twist
83090,SkokieÂ
298148,Shrek 2
319262,"Day After Tomorrow, The"
350028,Raising Helen
367085,Soul Plane
367790,Baadasssss! (How to Get the Man's Foot Outta Your Ass)
323298,"Mother, The"
332375,Saved!
324197,"Time of the Wolf, The (Le temps du loup)"
304141,Harry Potter and the Prisoner of Azkaban
297284,Mindhunters
363226,"Blind Swordsman: Zatoichi, The (ZatÃ´ichi)"
296572,"Chronicles of Riddick, The"
356634,Garfield: The Movie
327162,"Stepford Wives, The"
363235,Bright Future (Akarui mirai)
391225,"Hunting of the President, The"
374900,Napoleon Dynamite
103976,City of Joy
101746,"Doctor, The"
85461,"Dresser, The"
106877,Father Hood
34746,For Me and My Gal
93175,Hello Again
314431,Hope Springs
30386,Love Finds Andy Hardy
55100,Lover Come Back
110857,Police Academy: Mission to Moscow
64893,Ring of Bright Water
77235,Big Wednesday
89160,Fool for Love
87337,Give My Regards to Broad Street
146879,"Hi-Line, The"
70291,"Last of Sheila, The"
105150,"Playboys, The"
63642,Star!
45317,We're Not Married!
94331,Wish You Were Here
31022,"Adventures of Sherlock Holmes, The"
99166,Book of Love
49301,Helen of Troy
31448,"Hound of the Baskervilles, The"
63759,Hour of the Wolf (Vargtimmen)
66090,"Molly Maguires, The"
47542,Suddenly
120423,Urban Ghost Story
39725,Possessed
168080,Dying of Laughter (Muertos de Risa)
34946,Kings Row
18051,"Kid Brother, The"
20827,"Divorcee, The"
100129,Meet the Applegates
93871,Robot Carnival (Roboto kÃ¢nibauru)
78766,Americathon
92752,"Chipmunk Adventure, The"
41841,Sands of Iwo Jima
47577,This Island Earth
85354,ComDads (les CompÃ¨res)
27300,Anthony Adverse
47885,Blackboard Jungle
77942,Moment by Moment
139388,It Had to Be You
170259,Luna Papa
119561,"Long Way Home, The"
65889,Investigation of a Citizen Above Suspicion (Indagine su un cittadino al di sopra di ogni sospetto)
98528,True Love
39040,To Each His Own
41452,"Heiress, The"
38116,State Fair
36777,Dragon Seed
46963,Executive Suite
40495,Johnny Belinda
390521,Super Size Me
33774,Johnny Eager
37135,None But the Lonely Heart
56119,"Pier, The (JetÃ©e, La)"
95037,"Distant Voices, Still Lives"
18054,"King of Kings, The"
32851,Northwest Passage
37988,"Picture of Dorian Gray, The"
61420,"Born Losers, The"
53114,"Human Condition I, The (Ningen no joken I)"
196069,Samsara
31067,Bachelor Mother
54188,Please Don't Eat the Daisies
70689,Siddhartha
42041,White Heat
44008,"Christmas Carol, A (Scrooge)"
100133,Memphis Belle
59037,"Cincinnati Kid, The"
204137,Animal Factory
67549,"Panic in Needle Park, The"
78111,Pretty Baby
71565,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira)
91209,"Hitcher, The"
44030,Show Boat
44760,Ivanhoe
115738,Box of Moon Light
120408,"Eel, The (Unagi)"
289944,Fear X
22913,Freaks
8133,"Immigrant, The"
75222,Silent Movie
